author_name,condition,display_family_label,internal_family_label,minutes_elapsed,model_display,model_family,n_agents,normalized_time,record_id,roster_name,run_id,run_uid,scale,topic,topic_id
agent_tau,dom-tech,Single-model final runs,single_model_final,3.4888,GPT-5,gpt-5,30,0.0584,9724738df90e313eff214a62ae746b817f6c77e2,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_iota,dom-tech,Single-model final runs,single_model_final,3.5324,GPT-5,gpt-5,30,0.059129,adc6ec95074d1badea1d260725b28cd41fbb90d8,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_helios,dom-tech,Single-model final runs,single_model_final,3.5823,GPT-5,gpt-5,30,0.059966,cfd52d57e0b607c95f3a361abe87deceaebf0472,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_mu,dom-tech,Single-model final runs,single_model_final,3.5975,GPT-5,gpt-5,30,0.060219,1355fb3437af27561e411cc982dc7b3202746155,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_selene,dom-tech,Single-model final runs,single_model_final,3.598,GPT-5,gpt-5,30,0.060228,f5be92e86b3ea6d8fc49d9b18795eada53feef8d,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_nu,dom-tech,Single-model final runs,single_model_final,3.63,GPT-5,gpt-5,30,0.060763,e34b4f2171b6a6e0932c8cd9d776e4eeeea4ee04,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_beta,dom-tech,Single-model final runs,single_model_final,3.6727,GPT-5,gpt-5,30,0.061478,400d055bed93c92472afe394d1fb5bf0c66c46ee,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T08,7
agent_nyx,dom-tech,Single-model final runs,single_model_final,3.6881,GPT-5,gpt-5,30,0.061736,ce87933d0044db0d19c293db4a427f109e5c48d9,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_orion,dom-tech,Single-model final runs,single_model_final,3.692,GPT-5,gpt-5,30,0.061801,fedaf88bc3cef65a3179a679c4a264bdee2e9e24,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_chi,dom-tech,Single-model final runs,single_model_final,3.7904,GPT-5,gpt-5,30,0.063449,35a1e4ab62a11e3448afb680dbec9d4e334140bd,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_psi,dom-tech,Single-model final runs,single_model_final,3.7998,GPT-5,gpt-5,30,0.063605,4b2b3b971a3e71019543e1b67c7722ef4ab12af7,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_alpha,dom-tech,Single-model final runs,single_model_final,3.8358,GPT-5,gpt-5,30,0.064209,d45e2fae8c3b45da0e21c0ddea70d71660c51b36,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T10,9
agent_kappa,dom-tech,Single-model final runs,single_model_final,3.8523,GPT-5,gpt-5,30,0.064484,a8d7ddb688b02d948e1e69c87aa44e620e9ffdab,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_delta,dom-tech,Single-model final runs,single_model_final,3.9114,GPT-5,gpt-5,30,0.065475,25e4a09e1fdc6f4b497b3cc9df38104390429a7c,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_epsilon,dom-tech,Single-model final runs,single_model_final,3.9617,GPT-5,gpt-5,30,0.066315,b1067a2a0adaf3e44ecbe597a126044e41b982dc,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_sigma,dom-tech,Single-model final runs,single_model_final,4.1367,GPT-5,gpt-5,30,0.069245,b4c146239d23131ff024a5279891df7339c797e3,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_upsilon,dom-tech,Single-model final runs,single_model_final,4.188,GPT-5,gpt-5,30,0.070104,4a7587c5f70334e58f590f4d20d2480f90c090b8,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_zeta,dom-tech,Single-model final runs,single_model_final,4.2231,GPT-5,gpt-5,30,0.070692,0464e266e754bcc01416ff40679739ac24f6a196,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_phi,dom-tech,Single-model final runs,single_model_final,4.2294,GPT-5,gpt-5,30,0.070797,a7f8c8afd63413d7d19178f80a6298fff8cf3d6e,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_xi,dom-tech,Single-model final runs,single_model_final,4.2679,GPT-5,gpt-5,30,0.071442,1d41eec2b1d758ed150168cbf97479bb5c1a436a,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_omega,dom-tech,Single-model final runs,single_model_final,4.305,GPT-5,gpt-5,30,0.072063,489238484ab37893b664e5ae410e6f077ae9133e,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_pi,dom-tech,Single-model final runs,single_model_final,4.3213,GPT-5,gpt-5,30,0.072336,a1259178103196afebe797619ab34ca84b3552b5,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T09,8
agent_atlas,dom-tech,Single-model final runs,single_model_final,4.3521,GPT-5,gpt-5,30,0.072851,a01c5efc29f11d914c30c828b8ed37953db93c62,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_theta,dom-tech,Single-model final runs,single_model_final,4.4112,GPT-5,gpt-5,30,0.07384,95c9a66685eaea336d562b7373dfc5287aa2d833,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_omega,dom-tech,Single-model final runs,single_model_final,4.4353,GPT-5,gpt-5,30,0.074243,71ab055809a2d5f7561d06cd41d5fc0b67d539cd,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_rho,dom-tech,Single-model final runs,single_model_final,4.4429,GPT-5,gpt-5,30,0.074371,2e5249a4e5b782dcd38fc4bad68e746d92d7cf1c,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_iota,dom-tech,Single-model final runs,single_model_final,4.4784,GPT-5,gpt-5,30,0.074966,2f7510e277a91def736bf2e147536647d868779b,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T09,8
agent_helios,dom-tech,Single-model final runs,single_model_final,4.4853,GPT-5,gpt-5,30,0.075081,dde9ca00aed7dc2cb028b2eb34d918691980588d,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_beta,dom-tech,Single-model final runs,single_model_final,4.4929,GPT-5,gpt-5,30,0.075208,217842e840ecd9e5c204720a5c145c6d9d3a3e89,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T08,7
agent_eta,dom-tech,Single-model final runs,single_model_final,4.5363,GPT-5,gpt-5,30,0.075934,9445001dac23bc2fff33bea9c45b7850702aa9fb,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_selene,dom-tech,Single-model final runs,single_model_final,4.5534,GPT-5,gpt-5,30,0.076221,8e34d889a3c618582a6cb29b06e08ed0ca1d1d40,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_orion,dom-tech,Single-model final runs,single_model_final,4.596,GPT-5,gpt-5,30,0.076935,12ed0c1879b58bdcdc3bb517a7283986abc1ae05,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_mu,dom-tech,Single-model final runs,single_model_final,4.6031,GPT-5,gpt-5,30,0.077053,26dc8e3bf3aded1dfbc4f9c0e8108df89b45e04e,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_nu,dom-tech,Single-model final runs,single_model_final,4.6409,GPT-5,gpt-5,30,0.077685,3491377dae890105f8ba97f2beb45c231a904c55,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_nyx,dom-tech,Single-model final runs,single_model_final,4.6613,GPT-5,gpt-5,30,0.078028,c09b35b5e796edc61f889baf23e29f9e3340de3a,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_alpha,dom-tech,Single-model final runs,single_model_final,4.714,GPT-5,gpt-5,30,0.078909,dc0f295888a01189f7cf4d86a1c79dd231a17205,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_chi,dom-tech,Single-model final runs,single_model_final,4.7865,GPT-5,gpt-5,30,0.080122,5eacfc9fbd0a5446f7771d578a7c1d23c1e13504,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_psi,dom-tech,Single-model final runs,single_model_final,4.8213,GPT-5,gpt-5,30,0.080705,1f699fd8fffb0ccbe66d52036805bc6ff50154ef,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_kappa,dom-tech,Single-model final runs,single_model_final,4.8369,GPT-5,gpt-5,30,0.080966,453af1cf9c09a61c44215a005a05f04634f5ea39,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_delta,dom-tech,Single-model final runs,single_model_final,4.963,GPT-5,gpt-5,30,0.083077,0a88978a650c5f70ba195958433160da0b0967a1,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_epsilon,dom-tech,Single-model final runs,single_model_final,4.9664,GPT-5,gpt-5,30,0.083135,2a60c05e75f00cc05422a16bacb8e8fb3494428d,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_omega,dom-tech,Single-model final runs,single_model_final,5.0814,GPT-5,gpt-5,30,0.085059,cb758f6abc308484671738dd5729204699ee4773,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_sigma,dom-tech,Single-model final runs,single_model_final,5.1649,GPT-5,gpt-5,30,0.086456,be424c7a5c916e5cfe7a1eac236e0f57fe931ae7,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_upsilon,dom-tech,Single-model final runs,single_model_final,5.1749,GPT-5,gpt-5,30,0.086624,2ba8e10759c1cf6de5ad96eb0a6ccdb21f6d21a3,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_phi,dom-tech,Single-model final runs,single_model_final,5.2395,GPT-5,gpt-5,30,0.087705,a966e15d3e24b34ad8180720cf13d92c5611bac9,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_xi,dom-tech,Single-model final runs,single_model_final,5.2753,GPT-5,gpt-5,30,0.088305,81fae3368ce171983aa96a12afcca05c2c54a728,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_zeta,dom-tech,Single-model final runs,single_model_final,5.2784,GPT-5,gpt-5,30,0.088357,809904d58923fc599440278aeb83fd1e2dd6241b,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_rho,dom-tech,Single-model final runs,single_model_final,5.3629,GPT-5,gpt-5,30,0.089772,6334b48f11817f60f15f9f8b64cb449d9faaa309,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_theta,dom-tech,Single-model final runs,single_model_final,5.3761,GPT-5,gpt-5,30,0.089991,ff6962f0099d7499c18c2edd58594010622c59cb,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_pi,dom-tech,Single-model final runs,single_model_final,5.3896,GPT-5,gpt-5,30,0.090219,a6b90a38ef2aa0a29e17e9b50126a59810a939c8,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_atlas,dom-tech,Single-model final runs,single_model_final,5.399,GPT-5,gpt-5,30,0.090375,a29f55b169fa97f1f69a13343cfce5d94e1c823e,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_eta,dom-tech,Single-model final runs,single_model_final,5.4383,GPT-5,gpt-5,30,0.091033,2675c637254f14e3751f58d30677cd8760999235,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_iota,dom-tech,Single-model final runs,single_model_final,5.4619,GPT-5,gpt-5,30,0.091429,57a1c0ad735899fcf9e1367a5eba15ce012719f2,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_beta,dom-tech,Single-model final runs,single_model_final,5.4628,GPT-5,gpt-5,30,0.091444,02c7b4d67581d7687f1ee61c74bb41f255a76419,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T08,7
agent_helios,dom-tech,Single-model final runs,single_model_final,5.511,GPT-5,gpt-5,30,0.09225,1eca6e06d2043669f3a732f646df7afd8ca28de0,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_phoenix,dom-tech,Single-model final runs,single_model_final,5.5155,GPT-5,gpt-5,30,0.092326,599f0f38426d3fe4f8666dd7cd0908dfae3ab52b,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T10,9
agent_selene,dom-tech,Single-model final runs,single_model_final,5.5584,GPT-5,gpt-5,30,0.093044,0ad6013d249959817bac199e08f3f53c97def669,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_mu,dom-tech,Single-model final runs,single_model_final,5.566,GPT-5,gpt-5,30,0.093171,efa5ee8f09e00886490e6d64390eeb347aa6a7f0,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_nyx,dom-tech,Single-model final runs,single_model_final,5.633,GPT-5,gpt-5,30,0.094292,9836de9bc6e786405275ffd96e8d83992ad355d8,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_nu,dom-tech,Single-model final runs,single_model_final,5.6839,GPT-5,gpt-5,30,0.095144,8fd6d92cebc279262c9d201560bb5cb5fdf9e3a8,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_alpha,dom-tech,Single-model final runs,single_model_final,5.7053,GPT-5,gpt-5,30,0.095503,56eeec7c8888c31aa562dd072953eb248f3d56f7,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_orion,dom-tech,Single-model final runs,single_model_final,5.72,GPT-5,gpt-5,30,0.09575,bda24d97815cc589995ce107fff90a3497c8833d,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_psi,dom-tech,Single-model final runs,single_model_final,5.7244,GPT-5,gpt-5,30,0.095823,d42f3ffb667ee8ae6b399db6e8309e5ef5cdfaae,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_chi,dom-tech,Single-model final runs,single_model_final,5.7782,GPT-5,gpt-5,30,0.096723,b5b20ea0fd6f093fd20472b5171e0949e11463fc,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_kappa,dom-tech,Single-model final runs,single_model_final,5.8537,GPT-5,gpt-5,30,0.097987,13ba5b9d636c52b095caf0e0f07499aead8f6d25,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_delta,dom-tech,Single-model final runs,single_model_final,5.9576,GPT-5,gpt-5,30,0.099726,6141d7a50f9e6fe325020a1485f8f8f4d9bc06b0,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_epsilon,dom-tech,Single-model final runs,single_model_final,6.0111,GPT-5,gpt-5,30,0.100621,955c7dfc45f4d608e8556b028edc11244a560fd9,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_omega,dom-tech,Single-model final runs,single_model_final,6.0228,GPT-5,gpt-5,30,0.100818,c00990703861453473f6a3cb23f3b73dccd46276,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_sigma,dom-tech,Single-model final runs,single_model_final,6.1846,GPT-5,gpt-5,30,0.103526,d4ae80f2b200fe336d1b4c033eab6a82efb9053d,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_phi,dom-tech,Single-model final runs,single_model_final,6.2223,GPT-5,gpt-5,30,0.104157,8b6987a629d84c31783bb2c20b8c3cc02937f43c,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_xi,dom-tech,Single-model final runs,single_model_final,6.246,GPT-5,gpt-5,30,0.104553,dc448251d1a2c1fa05640ea2c34c30b9380bacbe,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_upsilon,dom-tech,Single-model final runs,single_model_final,6.2613,GPT-5,gpt-5,30,0.104811,0cb1d9827bbaa6f74bc545b3589c1a2590347340,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_theta,dom-tech,Single-model final runs,single_model_final,6.3242,GPT-5,gpt-5,30,0.105862,f9d0c8f5f944bd61469594c89a580b80682e30f2,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_zeta,dom-tech,Single-model final runs,single_model_final,6.3628,GPT-5,gpt-5,30,0.106509,7bb6eaaab4717499b7393c3cc6219fffcd077877,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_pi,dom-tech,Single-model final runs,single_model_final,6.3671,GPT-5,gpt-5,30,0.106582,4400f2fc686243d2c451cecc96a9bd536cf56579,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T09,8
agent_iota,dom-tech,Single-model final runs,single_model_final,6.3679,GPT-5,gpt-5,30,0.106595,cd0c5cbc64d3ec729ee95cb5beb827973a4efdd2,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_rho,dom-tech,Single-model final runs,single_model_final,6.3688,GPT-5,gpt-5,30,0.10661,0723727b5a8aa6e9dfc061434e33e999813f473b,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_beta,dom-tech,Single-model final runs,single_model_final,6.3716,GPT-5,gpt-5,30,0.106657,e6bee9c6497809f940f58192a45850fd10ba1451,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T08,7
agent_atlas,dom-tech,Single-model final runs,single_model_final,6.3771,GPT-5,gpt-5,30,0.106748,b9abbb1d7907c229ddd191429c447b83dce15bef,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_eta,dom-tech,Single-model final runs,single_model_final,6.4681,GPT-5,gpt-5,30,0.108272,87043dfe3b50e16b7cb3c0a7c2b461e0bd00d4a2,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_helios,dom-tech,Single-model final runs,single_model_final,6.5101,GPT-5,gpt-5,30,0.108975,e0b989fa989cdff063fc7fff709455afcd7c8fe5,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_phoenix,dom-tech,Single-model final runs,single_model_final,6.5433,GPT-5,gpt-5,30,0.109531,cde6a729114744fa328a5e7407c4121378624e96,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_selene,dom-tech,Single-model final runs,single_model_final,6.5548,GPT-5,gpt-5,30,0.109724,6f599cff8029f6b4b6c47f986073468492b423e5,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_mu,dom-tech,Single-model final runs,single_model_final,6.6008,GPT-5,gpt-5,30,0.110494,bc3a841160fbf960fcd5c00a5aca95ccbb8304b0,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_orion,dom-tech,Single-model final runs,single_model_final,6.6137,GPT-5,gpt-5,30,0.110709,32d48965ba0d55d51a437269f0d0a9797ead52b5,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_nyx,dom-tech,Single-model final runs,single_model_final,6.6204,GPT-5,gpt-5,30,0.110822,7a35286e7e3da4aa7bd8ecf18b325b71289951eb,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_nu,dom-tech,Single-model final runs,single_model_final,6.634,GPT-5,gpt-5,30,0.111049,dfa95bfab4da77f37c477a079bb10e24bac0b9f2,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_alpha,dom-tech,Single-model final runs,single_model_final,6.6873,GPT-5,gpt-5,30,0.111941,d2142d8abd6774345a913c06e9388aeefbcfffa4,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_chi,dom-tech,Single-model final runs,single_model_final,6.7253,GPT-5,gpt-5,30,0.112576,1e35cfe7a77e71c62c9ca9012951cfc522288abd,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_kappa,dom-tech,Single-model final runs,single_model_final,6.8425,GPT-5,gpt-5,30,0.114539,4f8b9c59ac261a56efcd65022cf8b72440b8d9ea,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_delta,dom-tech,Single-model final runs,single_model_final,6.9163,GPT-5,gpt-5,30,0.115775,9bbd8f817dd89dcf848a272bcfff455aa7303240,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_epsilon,dom-tech,Single-model final runs,single_model_final,6.9707,GPT-5,gpt-5,30,0.116685,96b445acd94a499ede400bdf83643fba2a242349,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_omega,dom-tech,Single-model final runs,single_model_final,7.0409,GPT-5,gpt-5,30,0.117859,15381a7aa3a894e2113db063113ecd5e6688823e,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_upsilon,dom-tech,Single-model final runs,single_model_final,7.1402,GPT-5,gpt-5,30,0.119522,f6fd34fd94d4f5428def621e27d149e71ac06e0e,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_xi,dom-tech,Single-model final runs,single_model_final,7.2233,GPT-5,gpt-5,30,0.120913,0c1d62b37c4e11a4ede3bc1d9c3324f164416211,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_zeta,dom-tech,Single-model final runs,single_model_final,7.2498,GPT-5,gpt-5,30,0.121357,d9193e887ff7cfd6045c7aad2354092f452c7e0a,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_theta,dom-tech,Single-model final runs,single_model_final,7.2635,GPT-5,gpt-5,30,0.121587,260853199c2ecfc43b824db9e09382a539257fd4,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_pi,dom-tech,Single-model final runs,single_model_final,7.2887,GPT-5,gpt-5,30,0.122009,14789ab04b78c9b5597b53a594cbb9fcd2ee6afa,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_phi,dom-tech,Single-model final runs,single_model_final,7.2921,GPT-5,gpt-5,30,0.122065,b1885eeb26d84019665e899d3bc14c5c473e60ce,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T05,4
agent_sigma,dom-tech,Single-model final runs,single_model_final,7.3362,GPT-5,gpt-5,30,0.122803,4331264d21fba2aca9c07c1847d938b75e8fa706,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_iota,dom-tech,Single-model final runs,single_model_final,7.3839,GPT-5,gpt-5,30,0.123601,ac16e17e7cda4f1a1dca41741afc0fcfa5848172,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_rho,dom-tech,Single-model final runs,single_model_final,7.3967,GPT-5,gpt-5,30,0.123816,9b4a23c0770cf08d74b98f75fd6b4e272c7bc185,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T03,2
agent_beta,dom-tech,Single-model final runs,single_model_final,7.4153,GPT-5,gpt-5,30,0.124126,0b0c0ea06ec6d6b94f0c26eada0e81404e056cfd,GPT-5,ec-dom-tech-n30-run01,c08e706949d81c0b83e96d9fe873f8bffc9be73c,n30,T08,7
